timestamp,sensor_id,location,latitude,longitude,pm25_ugm3,pm10_ugm3,co_mgm3,no2_ugm3,no_ugm3,nox_ugm3,so2_ugm3,o3_ugm3,temperature_c,humidity_pct,wind_speed_ms,wind_direction_deg,pressure_hpa,solar_radiation_wm2,rainfall_mmhr,aqi,aqi_category,sensor_status
2025-01-02 07:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,51.7,92.4,5.09,161.3,66.7,230.1,84.0,33.7,5.7,83.1,2.91,25.5,987.5,187.4,0.0,141.0,Unhealthy for Sensitive Groups,Online
2025-01-02 09:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,92.5,175.5,8.897,77.5,35.6,115.7,42.0,80.3,14.7,57.0,3.06,56.8,1022.5,433.0,0.0,170.0,Unhealthy,Online
2025-01-02 10:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,52.7,75.7,2.764,141.1,39.9,185.3,46.9,54.8,7.6,53.0,2.71,238.6,994.4,513.6,0.0,143.0,Unhealthy for Sensitive Groups,Online
2025-01-02 11:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,102.4,156.7,5.344,103.6,55.1,161.6,59.6,39.7,7.1,64.9,3.72,299.2,997.9,559.4,0.0,175.0,Unhealthy,Online
2025-01-02 16:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,55.6,89.3,4.111,104.6,127.3,232.3,99.4,81.0,12.6,80.8,5.39,224.7,1017.1,464.5,0.0,151.0,Unhealthy,Online
2025-01-02 17:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,56.1,110.7,4.282,170.5,88.2,262.7,94.8,36.9,14.2,83.9,5.56,79.3,993.2,288.8,0.0,151.0,Unhealthy,Online
2025-01-02 18:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,236.7,368.2,2.601,156.9,54.6,216.1,79.5,34.8,8.3,44.9,1.34,190.9,998.1,152.6,0.0,286.0,Very Unhealthy,Online
2025-01-02 19:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,101.6,159.2,2.645,159.7,56.2,219.9,86.4,30.8,9.2,54.3,3.13,42.7,994.5,26.0,0.0,175.0,Unhealthy,Online
2025-01-02 20:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,90.5,159.0,3.841,82.3,34.9,118.2,47.4,47.1,15.3,45.4,3.04,186.0,996.5,25.1,0.0,169.0,Unhealthy,Online
2025-01-02 22:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,42.9,68.4,2.43,219.2,39.6,261.2,49.5,40.1,13.5,75.6,0.8,67.5,1011.1,9.5,0.0,119.0,Unhealthy for Sensitive Groups,Online
2025-01-03 01:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,66.6,130.9,2.345,48.1,55.3,104.9,107.4,18.5,7.7,84.5,4.16,79.8,1002.7,64.9,0.0,157.0,Unhealthy,Online
2025-01-03 04:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,92.5,178.2,2.791,71.0,54.6,128.6,183.1,23.0,10.9,60.2,5.36,199.7,998.7,0.0,0.0,170.0,Unhealthy,Online
2025-01-03 05:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,49.2,81.6,2.81,75.9,35.9,116.0,154.3,63.9,14.3,69.3,0.91,218.6,1007.6,0.0,0.0,135.0,Unhealthy for Sensitive Groups,Online
2025-01-03 06:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,105.6,184.9,4.301,69.7,21.6,93.3,26.1,28.9,6.1,76.3,2.33,60.3,1013.9,0.0,0.0,177.0,Unhealthy,Online
2025-01-03 09:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,90.7,121.6,3.431,58.5,47.2,108.7,45.6,33.6,8.5,65.4,2.1,189.1,1008.0,469.9,0.0,169.0,Unhealthy,Online
2025-01-03 11:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,75.6,135.1,4.133,227.5,24.7,252.3,40.1,23.4,12.9,80.3,1.53,314.6,1004.4,577.7,0.0,161.0,Unhealthy,Online
2025-01-03 13:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,64.8,116.3,3.577,137.9,20.4,160.1,64.0,73.1,9.1,79.3,1.16,72.1,1025.0,610.0,0.0,156.0,Unhealthy,Online
2025-01-03 15:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,220.9,342.7,1.536,72.9,50.8,126.8,23.2,54.9,18.1,49.1,2.46,130.8,1012.3,492.8,0.0,271.0,Very Unhealthy,Online
2025-01-03 20:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,86.9,126.3,3.375,141.7,44.6,191.3,36.1,29.6,6.1,79.0,2.8,166.5,1017.5,18.8,0.0,167.0,Unhealthy,Online
2025-01-03 21:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,51.6,100.1,1.032,92.3,23.7,117.4,65.2,37.3,9.9,60.1,2.58,61.6,999.7,0.0,0.0,141.0,Unhealthy for Sensitive Groups,Online
2025-01-03 22:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,132.0,211.0,2.097,86.5,31.9,119.3,29.7,27.4,12.0,73.1,5.14,49.2,1010.9,24.5,0.0,190.0,Unhealthy,Online
2025-01-04 00:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,47.5,83.5,3.61,61.9,43.7,110.1,65.6,25.6,14.6,55.7,1.19,316.3,1013.0,8.0,0.0,131.0,Unhealthy for Sensitive Groups,Online
2025-01-04 03:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,97.1,128.5,2.987,100.9,42.7,146.4,89.8,18.5,12.6,61.4,4.93,271.9,1004.9,20.3,0.0,172.0,Unhealthy,Online
2025-01-04 11:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,32.8,52.1,1.479,72.9,46.7,124.6,97.8,37.2,7.7,93.1,4.92,25.1,1013.6,599.5,0.0,95.0,Moderate,Online
2025-01-04 13:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,45.0,84.2,1.917,61.5,25.6,88.4,63.7,73.1,7.4,57.3,2.74,43.3,1014.6,672.7,0.0,124.0,Unhealthy for Sensitive Groups,Online
2025-01-04 14:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,,,,,,,,,,,,,,,,,,Offline
2025-01-04 15:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,126.6,218.0,1.753,66.3,36.6,104.7,25.1,35.2,15.4,63.0,1.75,223.5,1005.9,504.8,0.0,188.0,Unhealthy,Online
2025-01-04 16:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,95.3,137.9,3.782,201.8,55.2,259.9,72.1,45.9,14.0,28.4,3.55,179.3,994.7,502.0,0.0,172.0,Unhealthy,Online
2025-01-04 17:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,107.4,170.9,3.121,90.9,83.4,174.7,196.5,61.0,12.8,72.2,1.61,210.7,999.5,285.3,0.0,178.0,Unhealthy,Online
2025-01-04 18:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,97.9,190.8,4.174,61.3,150.0,213.2,25.9,38.8,13.0,57.5,2.54,12.5,996.9,135.6,0.0,173.0,Unhealthy,Online
2025-01-04 19:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,54.3,92.1,3.921,169.0,93.8,263.1,113.0,14.4,16.5,43.2,1.34,96.0,990.1,0.0,0.0,147.0,Unhealthy for Sensitive Groups,Online
2025-01-04 20:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,61.1,118.0,3.039,80.0,39.9,123.2,65.7,25.0,14.8,39.9,3.67,245.6,998.1,62.3,0.0,154.0,Unhealthy,Online
2025-01-04 23:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,69.5,134.2,4.517,45.4,36.8,83.9,113.6,14.7,14.4,71.9,1.8,133.2,1006.2,0.0,0.0,158.0,Unhealthy,Online
2025-01-05 00:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,148.4,291.0,2.766,113.6,23.5,142.0,25.6,53.2,16.1,60.9,2.94,7.0,1018.7,0.0,0.0,199.0,Unhealthy,Online
2025-01-05 02:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,103.9,200.2,4.318,52.1,23.8,76.4,29.4,30.0,13.5,88.6,1.1,333.6,1005.0,77.0,0.0,176.0,Unhealthy,Online
2025-01-05 03:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,36.2,47.1,1.114,37.0,43.0,84.5,117.4,39.6,12.5,94.1,4.77,321.5,1001.5,51.7,0.0,103.0,Unhealthy for Sensitive Groups,Online
2025-01-05 04:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,102.9,201.0,4.679,140.3,43.6,184.0,17.4,33.5,9.1,50.8,2.54,297.9,1006.8,43.5,0.0,175.0,Unhealthy,Online
2025-01-05 05:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,72.2,100.8,1.791,210.5,143.0,356.8,17.5,23.4,4.4,43.1,3.63,40.2,1010.3,47.1,0.0,160.0,Unhealthy,Online
2025-01-05 06:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,62.4,82.9,1.953,82.1,26.1,112.9,89.8,53.8,8.4,74.9,2.48,29.3,1011.4,35.6,0.0,155.0,Unhealthy,Online
2025-01-05 07:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,166.3,222.6,3.168,256.6,34.6,294.7,17.3,19.4,14.6,56.4,1.67,174.8,1013.9,197.5,0.0,217.0,Very Unhealthy,Online
2025-01-05 13:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,146.5,226.2,4.628,149.3,42.5,192.0,63.6,23.3,10.0,56.2,3.33,15.7,1003.9,600.5,0.0,198.0,Unhealthy,Online
2025-01-05 14:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,139.4,241.8,2.102,139.6,29.1,172.0,16.1,63.9,10.8,64.5,4.6,12.5,1007.0,603.8,0.0,194.0,Unhealthy,Online
2025-01-05 18:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,74.8,118.3,3.0,119.4,59.2,180.0,78.1,43.9,14.8,51.6,1.66,60.5,1006.8,151.5,0.0,161.0,Unhealthy,Online
2025-01-05 19:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,97.5,128.5,2.655,96.5,38.5,138.6,59.4,33.1,4.8,31.2,1.88,245.6,1001.9,7.8,0.0,173.0,Unhealthy,Online
2025-01-05 20:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,103.3,168.7,3.323,118.8,32.5,153.6,167.4,43.7,15.0,65.6,7.37,125.6,1005.3,0.0,0.0,176.0,Unhealthy,Online
2025-01-05 23:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,142.5,229.4,4.039,138.3,46.5,187.9,23.8,20.6,15.2,56.2,3.75,244.0,997.0,8.6,0.0,196.0,Unhealthy,Online
2025-01-06 01:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,68.9,126.1,5.932,53.2,28.2,81.5,40.8,22.4,11.7,54.2,2.26,129.7,1017.3,0.0,0.0,158.0,Unhealthy,Online
2025-01-06 03:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,79.7,119.2,7.835,85.0,31.3,117.7,60.4,26.1,11.8,50.1,1.62,201.7,1003.1,0.0,0.0,163.0,Unhealthy,Online
2025-01-06 04:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,50.3,73.0,3.891,91.0,48.8,141.3,20.1,16.9,11.3,71.7,5.6,232.4,997.4,0.0,0.0,137.0,Unhealthy for Sensitive Groups,Online
2025-01-06 07:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,,,,,,,,,,,,,,,,,,Maintenance
2025-01-06 08:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,183.9,278.2,2.581,99.9,38.1,142.4,165.9,29.9,8.9,67.7,3.45,73.3,1006.4,291.1,0.0,234.0,Very Unhealthy,Online
2025-01-06 10:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,172.4,296.4,6.439,51.4,29.5,82.7,48.2,19.8,10.7,60.3,0.63,57.4,1003.1,548.6,0.0,223.0,Very Unhealthy,Online
2025-01-06 13:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,84.4,137.6,3.27,85.9,63.2,152.6,29.6,24.0,16.7,56.3,3.7,67.9,1009.2,622.8,0.0,166.0,Unhealthy,Online
2025-01-06 14:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,144.5,221.9,2.672,87.0,43.8,132.6,59.6,35.4,10.2,64.2,5.65,245.1,1011.3,577.8,0.0,197.0,Unhealthy,Online
2025-01-06 15:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,104.8,163.7,3.503,78.9,31.3,111.2,40.0,50.2,13.6,43.5,5.33,151.9,1011.5,498.5,0.0,176.0,Unhealthy,Online
2025-01-06 17:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,,,,,,,,,,,,,,,,,,Offline
2025-01-06 19:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,136.3,270.0,1.531,65.6,60.6,127.4,161.2,32.9,10.9,77.0,0.14,241.7,1010.3,30.0,0.0,193.0,Unhealthy,Online
2025-01-06 20:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,188.8,276.2,3.771,115.0,73.8,189.1,60.2,26.8,14.6,65.3,2.18,43.1,1011.6,37.8,0.0,239.0,Very Unhealthy,Online
2025-01-06 22:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,85.9,160.9,5.133,40.8,58.4,100.3,90.8,38.7,13.5,45.0,4.84,205.1,1009.5,36.2,0.0,167.0,Unhealthy,Online
2025-01-07 00:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,191.3,343.5,3.749,96.7,67.2,164.3,60.3,17.1,13.7,58.8,4.7,113.4,1013.4,17.7,0.0,241.0,Very Unhealthy,Online
2025-01-07 02:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,23.6,30.8,2.992,32.4,31.6,64.2,34.0,15.7,17.9,45.1,1.23,72.7,1009.3,0.0,0.0,75.0,Moderate,Online
2025-01-07 03:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,132.0,263.4,3.016,64.1,24.0,91.8,51.3,43.5,0.4,51.2,4.23,203.6,1002.5,3.7,0.0,190.0,Unhealthy,Online
2025-01-07 06:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,91.4,167.2,3.214,98.9,55.2,157.6,108.6,22.6,12.6,65.3,3.11,284.3,1010.2,0.0,0.0,170.0,Unhealthy,Online
2025-01-07 10:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,75.3,133.9,3.175,49.0,55.4,105.2,28.9,78.0,13.5,46.3,1.63,238.5,1022.2,512.9,0.0,161.0,Unhealthy,Online
2025-01-07 12:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,91.6,145.1,2.928,49.2,35.6,85.0,43.6,28.3,6.7,65.6,5.53,292.4,1006.9,667.1,0.0,170.0,Unhealthy,Online
2025-01-07 21:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,32.4,54.7,3.031,163.4,22.3,185.8,54.0,48.8,5.4,53.6,2.98,244.2,996.3,12.3,0.0,94.0,Moderate,Online
2025-01-07 22:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,78.4,115.8,5.588,45.0,43.7,92.4,22.9,54.2,5.0,63.1,4.1,53.4,997.7,0.0,0.0,163.0,Unhealthy,Online
2025-01-07 23:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,104.6,138.6,3.624,94.2,45.5,141.8,79.2,23.7,26.5,77.2,2.63,13.1,1001.5,26.8,0.0,176.0,Unhealthy,Online
2025-01-08 00:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,183.2,345.4,3.129,209.2,19.0,230.3,64.2,38.2,3.5,71.2,3.92,21.1,1001.1,0.0,0.0,233.0,Very Unhealthy,Online
2025-01-08 02:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,67.5,130.1,3.905,107.4,45.2,152.9,19.8,27.9,4.9,62.2,4.16,251.5,997.0,0.0,0.0,157.0,Unhealthy,Online
2025-01-08 05:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,58.4,82.6,3.905,101.5,66.7,172.2,36.9,44.8,11.3,69.0,7.43,326.0,1009.4,9.3,0.0,152.0,Unhealthy,Online
2025-01-08 07:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,95.3,176.4,6.132,98.0,27.2,126.7,29.8,23.4,17.4,62.1,4.02,23.2,1004.1,118.4,0.0,172.0,Unhealthy,Online
2025-01-08 08:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,193.6,352.1,3.103,98.2,68.4,168.7,65.5,35.5,14.9,63.7,3.64,189.0,1001.5,309.6,0.0,244.0,Very Unhealthy,Online
2025-01-08 09:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,144.4,205.8,3.466,128.7,101.1,232.0,58.8,23.6,11.4,80.9,1.8,93.5,1003.2,385.6,0.0,197.0,Unhealthy,Online
2025-01-08 12:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,67.1,107.0,2.167,36.9,74.5,115.8,37.0,106.4,15.2,65.4,2.88,261.6,1015.2,637.3,0.0,157.0,Unhealthy,Online
2025-01-08 13:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,113.1,180.5,4.077,165.9,14.7,184.8,35.9,65.9,15.2,52.0,1.17,24.9,1007.3,602.9,0.0,181.0,Unhealthy,Online
2025-01-08 14:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,91.9,168.4,3.998,110.9,64.6,177.1,29.3,42.4,11.6,46.7,1.51,246.5,1009.6,616.0,0.0,170.0,Unhealthy,Online
2025-01-08 17:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,184.6,348.2,2.344,54.3,41.7,96.4,59.9,49.6,6.8,67.6,3.55,328.9,1015.0,262.9,0.0,235.0,Very Unhealthy,Online
2025-01-08 18:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,80.1,109.4,4.56,217.1,39.3,259.2,92.2,24.3,18.9,52.5,7.09,109.2,1010.4,126.3,0.0,164.0,Unhealthy,Online
2025-01-08 19:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,96.6,163.6,6.752,182.6,150.0,334.0,86.7,33.4,14.3,55.9,1.21,138.3,1006.9,16.7,0.0,172.0,Unhealthy,Online
2025-01-08 20:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,71.9,131.8,2.73,124.6,41.9,168.0,38.9,30.1,12.5,75.5,4.93,9.0,1002.6,61.5,0.0,159.0,Unhealthy,Online
2025-01-09 02:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,42.1,77.9,3.401,300.0,31.0,335.4,16.9,36.4,12.2,67.5,2.45,248.5,1008.4,11.7,0.0,117.0,Unhealthy for Sensitive Groups,Online
2025-01-09 04:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,101.5,142.5,4.018,104.9,55.9,164.5,56.3,35.1,17.1,57.8,2.79,119.5,1005.2,0.0,0.0,175.0,Unhealthy,Online
2025-01-09 06:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,99.7,166.3,1.769,214.9,87.1,303.9,48.2,20.8,16.4,68.9,3.63,278.6,1004.4,0.0,0.0,174.0,Unhealthy,Online
2025-01-09 07:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,122.8,233.4,4.463,141.8,57.3,202.3,52.5,46.2,2.7,48.8,4.25,238.6,1007.7,134.3,0.0,186.0,Unhealthy,Online
2025-01-09 08:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,108.9,165.9,6.986,175.5,40.2,216.7,108.3,22.0,3.5,98.3,4.15,229.2,1003.7,282.7,0.0,179.0,Unhealthy,Online
2025-01-09 09:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,60.4,96.5,3.313,106.2,55.0,164.5,135.3,39.2,15.1,51.5,3.04,34.5,1008.8,448.7,0.0,154.0,Unhealthy,Online
2025-01-09 10:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,70.9,132.1,4.185,39.0,64.7,104.0,124.1,45.3,14.4,56.1,2.35,274.2,1006.5,531.5,0.0,159.0,Unhealthy,Online
2025-01-09 12:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,73.7,100.4,3.033,40.1,32.1,75.5,149.3,85.6,6.7,69.2,1.81,23.4,1015.3,555.4,0.0,160.0,Unhealthy,Online
2025-01-09 16:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,58.6,111.4,2.291,95.9,64.7,165.0,45.7,79.2,10.2,76.2,2.42,51.2,999.4,376.0,0.0,153.0,Unhealthy,Online
2025-01-09 18:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,104.9,159.2,3.752,115.5,45.4,163.8,200.0,18.2,14.9,51.7,1.54,316.2,992.1,216.0,0.0,177.0,Unhealthy,Online
2025-01-09 21:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,107.1,139.3,2.431,55.4,14.8,71.9,38.6,54.0,10.7,66.5,0.85,152.7,997.4,18.3,0.0,178.0,Unhealthy,Online
2025-01-09 22:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,224.7,328.9,2.103,87.1,80.2,170.1,52.0,35.9,16.5,59.1,3.4,349.5,1005.3,34.9,0.0,275.0,Very Unhealthy,Online
2025-01-10 00:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,95.5,130.1,2.71,125.2,44.3,171.2,140.3,20.1,1.0,47.1,4.62,89.1,1014.1,49.0,0.0,172.0,Unhealthy,Online
2025-01-10 01:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,99.5,135.8,3.083,190.7,63.5,255.7,29.1,18.3,13.4,53.4,3.14,246.8,1001.9,0.0,0.0,174.0,Unhealthy,Online
2025-01-10 02:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,84.3,150.5,2.807,70.7,43.6,114.3,69.7,13.2,13.4,58.3,3.55,179.7,1009.8,0.0,0.0,166.0,Unhealthy,Online
2025-01-10 03:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,33.5,48.6,2.698,121.7,38.2,161.2,102.0,12.7,13.6,66.2,0.76,3.6,1005.5,14.3,0.0,96.0,Moderate,Online
2025-01-10 05:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,86.3,168.7,3.284,238.6,54.2,297.3,40.1,19.1,14.1,58.0,2.54,321.3,998.4,11.8,0.0,167.0,Unhealthy,Online
2025-01-10 06:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,90.2,149.9,3.711,145.5,34.7,181.1,44.4,13.1,15.3,61.2,3.44,62.1,1007.4,10.5,0.0,169.0,Unhealthy,Online
2025-01-10 08:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,419.8,680.9,2.658,95.3,130.0,228.5,160.0,29.4,14.2,49.1,2.24,290.9,1007.2,293.5,0.0,447.0,Hazardous,Online
2025-01-10 11:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,79.5,127.5,2.712,105.2,36.9,145.2,47.4,22.5,12.5,63.6,3.53,38.1,1002.5,585.8,0.0,163.0,Unhealthy,Online
2025-01-10 14:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,101.7,181.5,1.362,109.7,93.1,203.9,40.7,60.5,8.2,47.7,5.3,239.0,996.2,578.6,0.0,175.0,Unhealthy,Online
2025-01-10 15:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,86.0,139.0,2.812,137.5,50.7,192.1,25.8,81.4,5.8,76.0,0.15,261.7,996.7,582.2,0.0,167.0,Unhealthy,Online
2025-01-10 23:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,48.8,67.8,3.186,102.0,11.4,115.6,35.2,26.9,16.3,73.8,3.13,121.1,1004.3,20.3,0.0,134.0,Unhealthy for Sensitive Groups,Online
2025-01-11 01:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,154.9,296.8,3.768,127.4,22.9,154.3,39.5,15.4,11.5,60.3,2.82,97.7,996.8,0.0,0.0,205.0,Very Unhealthy,Online
2025-01-11 02:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,127.4,203.8,3.191,166.5,57.3,223.9,31.2,21.8,8.6,93.9,4.69,337.2,1004.4,45.1,0.0,188.0,Unhealthy,Online
2025-01-11 03:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,,,,,,,,,,,,,,,,,,Maintenance
2025-01-11 05:00:00,FSD_001,GCUF Jhang Road,31.418,73.06,55.5,92.7,3.079,51.7,19.0,72.6,34.5,63.9,11.5,77.9,0.59,38.9,998.0,56.9,0.0,151.0,Unhealthy,Online
